,longitude,latitude,name
671,-8839492.40247,5412364.18579,833554
672,-8839494.28155,5412373.58067,833555
673,-8839496.21517,5412381.74619,833556
674,-8839498.63636,5412389.56861,833557
675,-8839486.07619,5412545.17667,6355076
676,-8839486.6851,5412552.84074,6355078
677,-8839472.00206,5412544.55505,6355075
678,-8839462.24825,5412787.02959,2812406
679,-8839464.48688,5412792.90435,2812408
680,-8839467.25651,5412799.45153,2812410
681,-8839404.75507,5412823.7246,2812405
682,-8839407.24306,5412831.16579,2812407
683,-8839411.21939,5412846.18975,2812409
684,-8839070.43481,5412511.58469,14238188
685,-8838973.23397,5412292.83669,8104818
686,-8838905.08307,5412512.9464,14311723
687,-8838907.09795,5412518.74867,14311722
688,-8838647.10571,5412563.23902,810720
689,-8838383.68038,5409905.65055,30000133
690,-8838379.11517,5409906.26122,30000134
691,-8838371.74025,5409907.55794,30000137
692,-8838364.04696,5409908.36859,30000138
693,-8838355.90283,5409910.04832,30000145
694,-8837798.37808,5410123.19912,14606856
695,-8838335.2141,5410966.68415,14225606
696,-8838329.32864,5410958.15066,14246384
697,-8839404.21183,5412267.47259,833533
698,-8839487.65247,5412558.65073,6355079
699,-8838948.54553,5412163.54593,30009931
700,-8838918.91117,5412125.90423,10495020
701,-8838954.79835,5412571.83246,30081115
702,-8838937.50821,5412577.55168,30081116
703,-8838644.768,5412586.70521,30062117
704,-8838646.34095,5412592.86911,30062120
705,-8838347.88003,5409911.87881,30000132
706,-8838338.77076,5409913.60931,30000131
707,-8838330.09341,5409915.33827,30000130
708,-8838322.28546,5409916.63499,20362114
709,-8838514.20694,5410370.80342,14069091
710,-8837963.22333,5410340.35439,14130890
711,-8838077.40484,5410643.52164,3062282
712,-8838068.70522,5410631.37643,3062283
713,-8839224.07018,5412264.75848,2751080
714,-8839223.83196,5412274.27789,2751081
715,-8839221.8616,5412284.00194,2751082
716,-8839487.461,5412567.58882,6355080
717,-8839491.03324,5412577.87634,6355081
718,-8839495.86451,5412585.59737,6355082
719,-8839497.787,5412592.39828,6355083
720,-8839497.3907,5412599.49462,6355084
721,-8839500.21265,5412609.08362,6355087
722,-8839504.5363,5412619.81586,6355088
723,-8838895.59308,5412475.82026,14311729
724,-8838872.7904,5412458.10581,14311733
725,-8838897.03021,5412481.91177,14311728
726,-8838865.86632,5412459.70446,14311734
727,-8838615.28281,5412462.89254,810699
728,-8838616.41604,5412468.14548,810700
729,-8838617.78305,5412473.58768,810701
730,-8838620.01945,5412479.49455,810702
731,-8838621.99204,5412485.02292,810703
732,-8838514.02326,5409950.07602,20364724
733,-8838504.029,5409953.01404,20364725
734,-8838454.64322,5409967.13038,20364664
735,-8837848.76017,5410337.75468,14130889
736,-8837836.85678,5410375.73983,14130888
737,-8838052.24107,5410637.82362,3062285
738,-8838500.80964,5411172.4933,20105519
739,-8839227.61348,5412287.74848,2751083
740,-8839227.71923,5412294.79073,2751084
741,-8839228.56081,5412301.47757,2751085
742,-8839270.35348,5412358.62056,770027
743,-8839504.85244,5412630.21422,6355089
744,-8839502.59043,5412629.04944,30026290
745,-8839510.54198,5412640.79569,6355090
746,-8839511.82216,5412651.60797,6355091
747,-8839490.94864,5412607.75575,6355085
748,-8839470.00833,5412628.03084,789013
749,-8839001.90319,5412419.87515,8104758
750,-8838624.25405,5412491.0529,810705
751,-8838626.14314,5412493.91325,810706
752,-8838626.35353,5412501.84193,810707
753,-8838629.96808,5412508.97821,810708
754,-8838630.97997,5412512.93101,810709
755,-8838160.61505,5410330.64315,30032660
756,-8838034.29971,5410643.88469,3062287
757,-8838421.2418,5411132.43723,14194742
758,-8838525.29993,5412039.51737,30033405
759,-8838519.67718,5412041.26366,30033402
760,-8839260.43603,5412346.28692,770026
761,-8839159.3212,5412268.28498,2751070
762,-8839161.17133,5412275.98729,2751072
763,-8839163.91981,5412283.41111,2751073
764,-8839169.82308,5412291.97814,2751075
765,-8839171.84019,5412299.6897,2751077
766,-8839172.57601,5412305.50876,2751079
767,-8839476.6786,5412648.52293,789014
768,-8839455.64366,5412574.41126,3950970
769,-8839461.49796,5412590.59496,3950971
770,-8839458.01922,5412582.56466,789012
771,-8839462.74139,5412598.78068,3950972
772,-8838949.4962,5412167.2201,14187230
773,-8838631.98853,5412520.40734,810711
774,-8838641.40727,5412540.92842,2809710
775,-8838637.16154,5412537.7711,810714
776,-8838640.91412,5412552.53916,20051721
777,-8838609.5198,5412547.46773,810713
778,-8838602.64137,5412542.44401,810712
779,-8838422.59656,5409977.24118,20364665
780,-8837840.4613,5410484.77052,14607792
781,-8838017.67637,5410646.63679,3062289
782,-8839457.91681,5412141.1486,846300
783,-8839452.55121,5412143.15339,846299
784,-8839440.50087,5412159.12093,833518
785,-8839279.61972,5412398.94505,770034
786,-8839280.09171,5412407.65682,770035
787,-8839282.68657,5412415.19461,770036
788,-8839282.26133,5412426.14664,770037
789,-8839271.69155,5412365.93521,770029
790,-8839275.63114,5412372.80212,770030
791,-8839274.45116,5412381.80928,770032
792,-8839465.1381,5412607.01718,3950973
793,-8838593.5744,5412535.83854,810710
794,-8838536.36174,5412458.35815,2809721
795,-8838399.5256,5409988.78101,20364674
796,-8838331.56282,5409965.66444,20362106
797,-8838028.78049,5410314.92028,14130891
798,-8837985.16662,5409798.5156,20035115
799,-8837635.70914,5410403.88613,7929693
800,-8838185.79774,5410776.04478,20091658
801,-8838188.04974,5410784.14428,20091657
802,-8838190.58782,5410792.2884,20091656
803,-8838192.89436,5410800.42945,20091655
804,-8838169.27682,5410785.04884,14011717
805,-8838150.51392,5410780.37374,20091659
806,-8838141.00946,5410782.9182,20091660
807,-8838483.1065,5411283.61645,6924934
808,-8839424.83711,5412148.17382,833513
809,-8839433.56567,5412165.53534,2809296
810,-8839426.40894,5412157.53617,833516
811,-8839289.28448,5412434.54147,770038
812,-8839289.35684,5412442.57165,770039
813,-8839293.48122,5412449.01395,770040
814,-8839274.99551,5412390.73182,770033
815,-8839168.82677,5412389.71016,770020
816,-8839395.3842,5412792.54891,2812400
817,-8839396.80686,5412808.96534,2812402
818,-8839393.01643,5412799.6531,2812401
819,-8839399.21693,5412816.10801,2812403
820,-8838874.67281,5412085.41938,7846342
821,-8838642.31452,5412560.53713,810718
822,-8838614.63382,5412561.27723,810716
823,-8838616.57745,5412568.41047,810717
824,-8838392.41674,5409990.75149,20364675
825,-8838384.12455,5409993.11883,20364676
826,-8838377.80717,5409995.09085,20364677
827,-8837928.49944,5409922.23874,14620894
828,-8837888.1361,5409911.90496,14620885
829,-8837886.66446,5409858.51649,14617985
830,-8837872.7473,5409915.94433,14620886
831,-8837858.37038,5409920.39595,14620887
832,-8837844.53448,5409924.4707,14617986
833,-8837773.56497,5409889.13314,14620879
834,-8838408.78515,5410642.15559,14238195
835,-8838402.51787,5410649.5658,10223677
836,-8838206.49315,5410851.92346,7930178
837,-8838199.19838,5410836.38431,14199255
838,-8838200.04664,5410840.31178,14173577
839,-8838200.89155,5410843.7239,14199256
840,-8838201.90679,5410847.65138,14173578
841,-8838159.19572,5410864.17973,10224096
842,-8838469.38081,5411278.63341,6924933
843,-8839439.39547,5412186.01871,833522
844,-8839442.77624,5412196.22579,833524
845,-8839441.76101,5412205.03122,833526
846,-8839293.4623,5412456.44253,770041
847,-8839126.81813,5412281.66325,20051733
848,-8839096.50027,5412268.0265,765147
849,-8838620.03059,5412576.52385,810719
850,-8838642.49486,5412580.18588,30062116
851,-8838612.6835,5412554.69329,810715
852,-8838323.86619,5409940.599,20362107
853,-8838271.48369,5409934.45994,20147391
854,-8838286.12666,5409963.22942,20149107
855,-8838281.88093,5409952.60795,20145420
856,-8838289.27366,5409973.26485,20149106
857,-8838393.87613,5410645.89992,20234445
858,-8838345.14157,5410568.80612,14208517
859,-8838295.53204,5410532.63847,30016080
860,-8838367.06484,5410650.85493,20138364
861,-8838427.01929,5411196.96209,14038092
862,-8838417.94007,5411199.72512,14038091
863,-8839444.02859,5412211.06409,833528
864,-8839436.64477,5412175.52699,833520
865,-8839453.53082,5412216.07532,833530
866,-8839456.44182,5412237.43581,833535
867,-8839448.8554,5412224.68998,833532
868,-8839452.23283,5412231.41216,833534
869,-8838863.05773,5412145.16433,30038174
870,-8838809.56204,5412627.15071,870115
871,-8838297.37883,5409999.71941,20145419
872,-8838079.28614,5409819.12293,20035120
873,-8838344.97571,5410656.93601,14621575
874,-8839457.10529,5412244.53034,833537
875,-8839459.55766,5412252.16955,833539
876,-8839459.35172,5412259.91492,833541
877,-8839380.83585,5412180.36435,833512
878,-8839382.37985,5412190.98839,833515
879,-8838891.57779,5412452.33127,14311730
880,-8838884.92979,5412454.06071,14311731
881,-8838878.57122,5412455.79322,14311732
882,-8838649.4245,5412652.57888,30062113
883,-8838070.10896,5409787.39747,20035123
884,-8838073.38732,5409797.31119,20035122
885,-8838076.66568,5409808.54777,20035121
886,-8838093.71315,5409864.7278,20035118
887,-8837849.92791,5409948.97926,14617987
888,-8838503.56257,5410782.83821,14677764
889,-8838509.06954,5410809.44123,3948773
890,-8838516.0515,5410837.44271,7930164
891,-8838471.52593,5410804.13077,14677763
892,-8838106.82436,5410824.68496,30032613
893,-8838374.92065,5411158.50281,8037819
894,-8839383.59658,5412201.13855,833517
895,-8839382.05035,5412212.73347,833519
896,-8839372.42344,5412188.99282,833514
897,-8839392.46429,5412219.44795,833521
898,-8839216.47708,5412238.05741,2751074
899,-8839219.30682,5412246.75364,2751076
900,-8839217.80512,5412257.54238,2751078
901,-8839519.11025,5412660.55232,6355092
902,-8839521.77412,5412670.57374,6355093
903,-8839524.90109,5412688.48555,6355095
904,-8839202.6178,5412468.80248,770028
905,-8838529.59018,5412654.90536,14210398
906,-8838096.99151,5409874.6416,20035117
907,-8838090.43479,5409853.49269,20035119
908,-8838106.75756,5409910.24522,20035168
909,-8838094.91317,5409912.97402,20035116
910,-8838068.68185,5409922.89095,20035181
911,-8837711.17819,5409884.02011,14620880
912,-8838436.959,5410847.69446,20149162
913,-8839396.28589,5412232.70921,833523
914,-8839401.17392,5412240.53919,833527
915,-8839402.2604,5412251.35716,833529
916,-8839403.16098,5412260.36112,833531
917,-8839388.52135,5412240.09453,833525
918,-8839205.95071,5412216.76154,2751069
919,-8839203.30464,5412221.98511,2751071
920,-8839155.22909,5412234.64785,2751065
921,-8839152.22347,5412241.57621,2751066
922,-8839107.00772,5412386.56212,30015674
923,-8839100.42094,5412388.35616,30015673
924,-8839522.26838,5412680.69981,6355094
925,-8839527.53936,5412694.0956,6355096
926,-8839516.57773,5412701.25972,6355097
927,-8839529.02325,5412725.531,6355100
928,-8838521.45829,5412687.72698,7795753
929,-8838516.89753,5409858.34575,20364686
930,-8838260.29275,5409937.54101,20147392
931,-8838248.71663,5409940.62361,20147393
932,-8838238.68341,5409944.48302,20147394
933,-8838228.2639,5409947.56717,20147395
934,-8838216.3004,5409951.42197,20147396
935,-8837750.03203,5409947.12724,14617959
936,-8838344.02393,5410873.6177,7930154
937,-8838256.83961,5410990.09398,7930677
938,-8839158.739,5412250.7171,2751067
939,-8839156.42021,5412261.26121,2751068
940,-8839093.0438,5412391.16571,10586166
941,-8839479.96586,5412727.25895,878151
942,-8839472.91266,5412727.02506,878150
943,-8838585.12413,5412443.46406,2809728
944,-8838506.81421,5409863.14959,20362113
945,-8838497.69269,5409866.99052,20364687
946,-8838488.57006,5409871.31444,20364688
947,-8838478.00695,5409875.63221,20364689
948,-8838467.44607,5409879.9546,20364690
949,-8838201.58396,5409975.18456,20147362
950,-8838200.10341,5410004.1203,20147378
951,-8838405.78509,5410934.33631,7930173
952,-8839469.50071,5412268.92351,833543
953,-8839469.44617,5412287.50999,833546
954,-8839477.22851,5412292.33818,833547
955,-8839473.73642,5412300.17898,833548
956,-8839466.38377,5412729.12076,878149
957,-8838581.53297,5412444.0149,2809727
958,-8838575.30798,5412386.12822,2809737
959,-8838568.32046,5412388.1623,2809738
960,-8838562.42386,5412390.63488,2809739
961,-8838554.95878,5412393.30134,2809740
962,-8838545.00793,5412388.05921,2809741
963,-8838537.49832,5412390.44871,2809742
964,-8838459.76503,5409882.35422,20364666
965,-8838449.68393,5409885.71215,20364691
966,-8838439.60173,5409890.03146,20364692
967,-8838202.91311,5410016.45236,20147377
968,-8838206.67015,5410030.76877,20147376
969,-8838210.00973,5410043.8223,20147375
970,-8838213.34932,5410056.45591,20147374
971,-8838217.07963,5410070.31398,20147373
972,-8838182.96689,5411092.35826,7930615
973,-8839475.57765,5412305.81341,833549
974,-8839474.70045,5412312.57872,833550
975,-8839474.96205,5412320.12567,833551
976,-8839488.37716,5412355.73255,833553
977,-8839462.36068,5412265.37854,833542
978,-8839465.17929,5412277.49513,833544
979,-8839059.91512,5412438.72196,30058315
980,-8839050.08783,5412415.5408,765180
981,-8839528.31525,5412827.70062,789016
982,-8839140.69188,5412490.96981,765174
983,-8838823.09626,5412164.31061,30038158
984,-8838530.07664,5412392.47971,2809743
985,-8838521.49503,5412395.09385,2809744
986,-8838570.32087,5412447.9169,2809725
987,-8838562.24909,5412449.96022,2809724
988,-8838553.56172,5412451.75274,2809723
989,-8838543.88249,5412450.72031,2809722
990,-8838163.13421,5410052.33495,20111196
991,-8838061.63977,5409926.14275,20035182
992,-8838054.59882,5409928.84849,20035183
993,-8838046.47695,5409930.46824,20035184
994,-8838027.12851,5409934.67221,20035114
995,-8837899.15673,5411579.14831,874383
996,-8837986.23306,5411604.83206,2842492
997,-8837982.87678,5411616.09238,2842494
998,-8837988.78785,5411619.24016,2842495
999,-8837975.58647,5411587.88853,2842488
1000,-8837757.49711,5411972.10951,14069616
1001,-8837699.86145,5412063.8146,7796147
1002,-8837944.93131,5411055.77319,30022506
1003,-8836597.21406,5410352.36232,20054354
1004,-8836576.6745,5410347.57361,20054376
1005,-8837092.12493,5411246.52295,3065775
1006,-8837052.42729,5411267.20735,14173936
1007,-8837032.50778,5411278.37188,7929479
1008,-8836949.70055,5410585.03399,30033451
1009,-8836980.5149,5410619.7681,7929376
1010,-8836888.73532,5410604.2878,30033452
1011,-8838080.30249,5411652.96428,13975482
1012,-8838045.2157,5411612.85382,7807173
1013,-8838047.25062,5411622.48333,7807109
1014,-8838037.70608,5411588.29162,7807284
1015,-8838035.21141,5411580.43603,7807289
1016,-8838038.20368,5411598.83343,7807231
1017,-8838035.63999,5411593.28559,7807259
1018,-8838326.58573,5411801.05956,10494024
1019,-8838313.31978,5411804.71359,10494020
1020,-8838078.48687,5411899.82492,7806922
1021,-8838109.51495,5411927.01427,7806923
1022,-8838090.01177,5411956.62694,7806925
1023,-8838071.51604,5411872.46487,815200
1024,-8838059.8531,5411876.29586,7806914
1025,-8837976.16199,5411594.22254,2842489
1026,-8837979.00954,5411602.13198,2842490
1027,-8837997.01992,5411639.79309,2842498
1028,-8837990.6903,5411637.57302,2842497
1029,-8837987.77039,5411630.88666,2842496
1030,-8837995.18093,5411651.65347,2842499
1031,-8837997.85927,5411659.45219,2842512
1032,-8837522.33135,5411531.33032,14038099
1033,-8837583.3233,5411587.2362,7796131
1034,-8837863.20499,5410801.81091,30028957
1035,-8837938.78202,5411057.7039,30022323
1036,-8837005.59852,5409856.33992,14236677
1037,-8837467.86606,5410705.24021,14204873
1038,-8837360.59638,5410732.25375,20043313
1039,-8836885.79092,5410653.48397,806593
1040,-8836821.58963,5410621.70334,5866203
1041,-8838346.78131,5411310.31938,8033767
1042,-8838335.22746,5411295.87022,10486146
1043,-8838350.56951,5411322.4378,14207152
1044,-8838039.33803,5411606.67211,7807225
1045,-8838449.06166,5411693.88726,14069366
1046,-8838284.35779,5411870.32013,823452
1047,-8838273.68114,5411866.20452,823450
1048,-8838060.96629,5411879.82375,7806916
1049,-8838061.76111,5411882.71007,7806918
1050,-8838062.39675,5411885.11329,7806917
1051,-8838063.35076,5411888.48271,7806919
1052,-8838063.98639,5411890.72592,7806921
1053,-8838064.46284,5411892.80912,7806920
1054,-8838059.05605,5411874.05111,7806915
1055,-8838094.33542,5411970.02014,7806926
1056,-8838096.64975,5411977.46833,7806927
1057,-8838100.23981,5411993.28173,7806912
1058,-8838098.37966,5411985.15347,7806928
1059,-8838010.83133,5411675.73275,2842515
1060,-8837999.53129,5411666.4032,2842513
1061,-8838002.12726,5411674.32962,2842514
1062,-8837893.79447,5411579.90833,874382
1063,-8837921.66331,5411663.28617,874384
1064,-8837576.51723,5411637.04223,7796132
1065,-8837586.51372,5411654.61818,7796133
1066,-8837593.37545,5411672.06493,7796134
1067,-8838008.67285,5411689.8148,2842516
1068,-8838486.0765,5412107.33038,13516177
1069,-8838468.20082,5412103.62085,789366
1070,-8838463.82819,5412106.23952,789364
1071,-8838457.04438,5412113.12778,789362
1072,-8838453.62131,5412113.56782,789361
1073,-8838442.80662,5412108.4197,789360
1074,-8837925.71645,5411072.96189,7930349
1075,-8837919.10519,5411074.93722,30011977
1076,-8837895.78709,5411079.49401,7930347
1077,-8837036.79358,5410556.17027,30033450
1078,-8837055.6934,5410602.34642,20258361
1079,-8836985.8894,5410708.35692,14209003
1080,-8836974.99234,5410704.23721,7929379
1081,-8836967.25341,5410714.25805,7929377
1082,-8836956.35523,5410710.1368,7929378
1083,-8836940.2139,5410858.07544,3065743
1084,-8838298.21039,5411319.79627,20078186
1085,-8838061.06759,5412056.02939,796562
1086,-8838208.83642,5411167.24725,7930593
1087,-8837828.38648,5410966.91952,7930358
1088,-8837704.92649,5410923.0076,14659357
1089,-8837699.36162,5410923.04606,30020502
1090,-8837684.28785,5410951.41402,14659356
1091,-8836943.65479,5409871.35289,14236684
1092,-8837016.8685,5410693.53642,7929381
1093,-8837180.78423,5410798.45111,20098360
1094,-8838306.59275,5411349.23314,20078202
1095,-8838298.20816,5411893.35838,823458
1096,-8838300.36888,5411900.17417,823460
1097,-8838300.69393,5411906.37147,823461
1098,-8838302.84239,5411912.71647,823462
1099,-8837784.51547,5411585.85771,14013432
1100,-8837788.81129,5411601.30735,14013433
1101,-8837561.62045,5410560.93755,30022228
1102,-8837530.24171,5410691.84269,14244721
1103,-8837830.18095,5410972.99004,7930359
1104,-8837835.23931,5410992.2062,7930361
1105,-8837675.67061,5410958.10451,30020501
1106,-8836771.26988,5409900.64825,14244137
1107,-8837125.03765,5410819.56526,20138382
1108,-8837124.5267,5410822.24818,7929665
1109,-8837093.20696,5410816.6162,12763892
1110,-8836826.7927,5410850.92659,3065752
1111,-8838038.30053,5411464.75848,8040369
1112,-8838293.51271,5411878.07596,823454
1113,-8838292.56649,5411887.8196,823456
1114,-8837702.61549,5411292.14871,7930467
1115,-8837696.73337,5411370.02086,3948802
1116,-8838079.53438,5411156.29978,7930590
1117,-8837730.62236,5410797.48193,841767
1118,-8837881.32669,5411016.30992,14199230
1119,-8837875.13399,5411023.15736,14199229
1120,-8836882.57378,5410075.67016,14621082
1121,-8837031.78754,5410828.58474,3065725
1122,-8837502.24709,5410984.05421,14185367
1123,-8837482.63816,5410988.31404,14185366
1124,-8836778.0804,5410891.94908,7929317
1125,-8838260.3139,5411529.99798,853890
1126,-8838251.75009,5411531.8811,853888
1127,-8838239.18434,5411535.43809,853887
1128,-8838235.83251,5411542.73363,853886
1129,-8838030.06066,5411127.79119,7930394
1130,-8838030.58275,5411133.8695,7930395
1131,-8838027.60941,5411121.66057,7930393
1132,-8838073.05225,5411154.35212,7930589
1133,-8837716.91337,5410753.32775,14188871
1134,-8837868.12865,5411087.61685,30044950
1135,-8837782.98594,5410998.57826,30014287
1136,-8837515.54754,5411076.97101,7929625
1137,-8837759.20587,5411120.73443,760888
1138,-8836987.46346,5410969.57787,3065749
1139,-8836924.46442,5410953.52624,7929388
1140,-8836978.20947,5411047.56423,828220
1141,-8836873.80292,5411082.7693,7929399
1142,-8838350.35133,5411507.67142,853902
1143,-8838343.66659,5411509.63453,853901
1144,-8838333.37288,5411509.0776,853900
1145,-8838186.56028,5411497.66972,13502746
1146,-8838091.55911,5411747.87096,815268
1147,-8837604.47957,5411309.49015,7930463
1148,-8837692.50657,5411762.88393,10948007
1149,-8838033.13531,5411144.92925,7930396
1150,-8837684.06744,5410753.6585,841765
1151,-8837799.07383,5411048.21959,7930365
1152,-8836677.727,5409917.98248,14244138
1153,-8836631.96467,5409975.44298,3054771
1154,-8837353.08342,5411027.98335,30056073
1155,-8837335.42593,5411047.92729,7929658
1156,-8837295.09933,5411050.06261,7929663
1157,-8838358.3218,5411580.19449,875402
1158,-8838348.02475,5411574.25896,875401
1159,-8838341.11181,5411576.30824,875400
1160,-8838334.34915,5411578.28982,875398
1161,-8838325.3345,5411509.5653,20232479
1162,-8838255.66965,5411591.63324,875380
1163,-8838345.59576,5411739.24752,30010879
1164,-8838384.46964,5412026.42717,7796249
1165,-8838387.89049,5412033.0092,7796251
1166,-8838039.00518,5411762.26237,2842424
1167,-8837927.46417,5411396.67019,20035462
1168,-8837576.18327,5411317.11781,7930462
1169,-8837520.85971,5411344.15468,7929588
1170,-8837510.18862,5411347.06237,7929611
1171,-8837697.89443,5411776.85995,14069595
1172,-8837699.84809,5411785.51882,14069596
1173,-8837701.25294,5411792.09913,14069597
1174,-8838052.00173,5411226.83549,8041141
1175,-8837817.00184,5411087.32301,30037720
1176,-8837670.76587,5411158.23204,7930451
1177,-8837257.71045,5411082.00778,7929657
1178,-8837461.01658,5411097.3935,7929626
1179,-8837456.733,5411150.94143,30072555
1180,-8837428.3777,5411106.27634,7929520
1181,-8836841.79189,5410996.07836,7929301
1182,-8836770.43387,5411109.57626,7929397
1183,-8838316.9911,5411511.80534,853898
1184,-8838309.78762,5411514.64847,853897
1185,-8838303.2142,5411517.29313,853896
1186,-8838296.87456,5411519.14855,853895
1187,-8838290.52712,5411521.01012,853894
1188,-8838281.57147,5411523.5194,853893
1189,-8838273.9984,5411525.22712,853892
1190,-8838339.73256,5411740.8999,30010878
1191,-8838513.34421,5412042.91455,30033404
1192,-8838507.29622,5412044.70853,30033403
1193,-8838481.833,5412019.22973,789367
1194,-8838486.54627,5412046.78715,789365
1195,-8838390.05565,5412040.47745,7796253
1196,-8838343.7935,5412050.2151,7796256
1197,-8838118.67877,5411813.26017,9942050
1198,-8838096.4761,5411814.16329,815204
1199,-8838089.94832,5411820.92056,815203
1200,-8838084.95008,5411817.65885,815201
1201,-8838110.51571,5411865.48448,815206
1202,-8837943.86375,5411462.18306,14211090
1203,-8837881.95564,5411292.39332,30055982
1204,-8837592.38693,5411384.6809,7930465
1205,-8837539.68383,5411407.5364,7929615
1206,-8837704.30978,5411799.93489,14069598
1207,-8837705.97289,5411808.32915,14069599
1208,-8837707.636,5411816.44341,14069600
1209,-8837709.55181,5411825.68849,12631096
1210,-8837988.84573,5410609.73352,14663275
1211,-8837981.18361,5410612.12717,14663277
1212,-8837968.89839,5410615.90226,14663278
1213,-8837960.9012,5410617.61904,14663276
1214,-8837971.44984,5411161.48121,30033418
1215,-8837966.85123,5411176.33938,7930392
1216,-8837975.71783,5411179.3624,30033419
1217,-8837942.22513,5411125.38201,7930390
1218,-8836602.642,5410094.2707,30029169
1219,-8836945.44147,5410225.5138,14314514
1220,-8837432.82157,5411156.71054,30072553
1221,-8838267.93817,5411527.60409,853891
1222,-8838389.25081,5411631.94515,875397
1223,-8838336.5555,5411638.72075,875389
1224,-8838332.69272,5411641.20237,875387
1225,-8838327.52527,5411580.30526,875396
1226,-8838320.6357,5411582.33454,875395
1227,-8838284.95001,5411686.56699,823433
1228,-8838285.97304,5411695.80117,823434
1229,-8838480.29346,5412048.5919,789363
1230,-8838462.22296,5412057.36642,789359
1231,-8838078.27536,5411824.38689,815199
1232,-8838102.17231,5411868.56619,815205
1233,-8838092.12796,5411865.76142,2884199
1234,-8838087.81321,5411867.35997,2884197
1235,-8838083.81907,5411868.79543,815202
1236,-8838079.66574,5411869.75087,2884195
1237,-8838075.5113,5411871.18787,2884193
1238,-8838043.87096,5411780.25242,2842425
1239,-8837718.04215,5411852.96225,14069603
1240,-8837722.2144,5411859.96263,14069604
1241,-8837887.8578,5410650.55496,14255416
1242,-8837767.85539,5410513.88784,7929697
1243,-8837810.25921,5410599.68817,3057646
1244,-8837949.66795,5411213.90491,30033420
1245,-8837944.72314,5411216.76948,30033421
1246,-8836830.82469,5410147.26365,14621081
1247,-8836761.73314,5410124.65739,30039115
1248,-8837436.671,5411265.21353,20140636
1249,-8836673.0616,5410918.75856,7929313
1250,-8838313.88529,5411584.35459,875394
1251,-8838306.92782,5411586.3931,875393
1252,-8838303.53369,5411596.01489,875392
1253,-8838297.16399,5411597.77956,875390
1254,-8838291.52899,5411600.38886,875388
1255,-8838285.35188,5411602.16275,875386
1256,-8838147.42257,5411638.0438,13975243
1257,-8838140.38941,5411634.76216,13975253
1258,-8838291.23845,5411717.77125,823435
1259,-8838305.10886,5411759.43455,823440
1260,-8838295.48084,5411728.59631,823437
1261,-8838046.4057,5411797.20092,2842426
1262,-8838071.88562,5411821.52982,815198
1263,-8838050.28185,5411805.12284,2842427
1264,-8838048.19906,5411814.6787,2842428
1265,-8837593.95876,5411711.94179,7796137
1266,-8837995.08853,5410771.36968,20234820
1267,-8837646.35574,5410812.53643,30023397
1268,-8837941.12752,5411277.73957,30069432
1269,-8837619.05018,5411093.06131,14211373
1270,-8837609.48561,5411095.81355,12763909
1271,-8837596.50575,5411105.71789,12763910
1272,-8836853.94909,5410219.50684,14621080
1273,-8836915.46981,5410337.52701,30017834
1274,-8837294.00506,5411160.83199,7929509
1275,-8838272.78725,5411596.47337,875384
1276,-8838271.55716,5411605.67516,875382
1277,-8838323.80385,5411642.41163,875385
1278,-8838319.15961,5411644.71325,875383
1279,-8838312.04184,5411645.87174,875381
1280,-8838306.95231,5411646.92409,875379
1281,-8838299.65086,5411649.85495,875377
1282,-8838098.53328,5411579.30216,7807123
1283,-8838361.58346,5411790.66676,10494030
1284,-8838049.31114,5411820.75439,2842429
1285,-8838050.68371,5411827.83014,2842430
1286,-8838046.90775,5411833.17196,2842431
1287,-8838053.33311,5411840.87852,2842434
1288,-8837864.49073,5411420.99342,14068563
1289,-8837696.23021,5411540.44127,11227143
1290,-8837590.14941,5411706.71544,7796136
1291,-8837608.60173,5411765.00864,14078243
1292,-8837598.31136,5411729.83482,7796151
1293,-8837595.10424,5411738.46903,7796139
1294,-8837912.45051,5410741.5716,30052774
1295,-8837511.85062,5411104.62562,7929629
1296,-8837516.92456,5411118.25757,12763899
1297,-8837519.45597,5411129.16192,7929597
1298,-8836708.34097,5410163.97226,30039114
1299,-8836716.05207,5410188.00767,30039128
1300,-8836713.39933,5410197.0127,30039116
1301,-8836705.30863,5410191.52415,30039135
1302,-8836707.44819,5410196.20049,30021020
1303,-8836692.27645,5410195.56826,30039139
1304,-8837321.31284,5411282.33954,20140637
1305,-8837159.66469,5410943.56359,868441
1306,-8836650.75428,5411175.31171,7929396
1307,-8836731.98078,5411249.68907,7929398
1308,-8838290.40244,5411651.495,875375
1309,-8838283.06649,5411653.88431,875373
1310,-8838276.22368,5411656.21516,875371
1311,-8838269.90852,5411657.43058,875369
1312,-8838092.61999,5411574.49896,7807121
1313,-8838045.94707,5411495.23429,14605110
1314,-8838049.4002,5411519.10239,14246426
1315,-8838041.63566,5411521.03935,14246427
1316,-8838033.87001,5411523.1917,14246428
1317,-8838026.10437,5411525.34559,14246429
1318,-8838018.9866,5411527.49947,14246430
1319,-8838073.88715,5411562.26175,7807119
1320,-8838030.3256,5411566.45261,7807321
1321,-8838032.32045,5411572.55891,7807303
1322,-8838353.57737,5411792.83609,10494029
1323,-8838346.25811,5411794.89157,10494028
1324,-8838440.56242,5412060.12355,789356
1325,-8838437.21059,5412062.79145,789354
1326,-8838425.65674,5412065.85784,789352
1327,-8838414.25317,5412066.95023,789350
1328,-8838234.70262,5411698.15357,823438
1329,-8838233.93674,5411711.48793,823439
